0	   25       -1.108236   0.000000
0.00193799	   25       -1.108498   0.000000
0.00387598	   25       -1.109286   0.000000
0.00581397	   25       -1.110608   0.000000
0.00775197	   25       -1.112474   0.000000
0.00968996	   25       -1.114909   0.000000
0.011628	   25       -1.117928   0.000000
0.0135659	   25       -1.121554   0.000000
0.0155039	   25       -1.125812   0.000000
0.0174419	   25       -1.130733   0.000000
0.0193799	   25       -1.136349   0.000000
0.0213179	   25       -1.142695   0.000000
0.0232559	   25       -1.149805   0.000000
0.0251939	   25       -1.157716   0.000000
0.0271319	   25       -1.166464   0.000000
0.0290699	   25       -1.176083   0.000000
0.0310079	   25       -1.186604   0.000000
0.0329459	   25       -1.198058   0.000000
0.0348838	   25       -1.210468   0.000000
0.0368218	   25       -1.223855   0.000000
0.0387598	   25       -1.238330   0.000000
0.0406978	   25       -1.253956   0.000000
0.0426358	   25       -1.270654   0.000000
0.0445738	   25       -1.288427   0.000000
0.0465118	   25       -1.307260   0.000000
0.0484498	   25       -1.327135   0.000001
0.0503878	   25       -1.348016   0.000018
0.0523258	   25       -1.369859   0.000220
0.0542638	   25       -1.392605   0.002040
0.0562018	   25       -1.416185   0.013728
0.0581397	   25       -1.440514   0.064655
0.0600777	   25       -1.465498   0.208917
0.0620157	   25       -1.491027   0.464890
0.0639537	   25       -1.516981   0.740852
0.0658917	   25       -1.543232   0.917502
0.0678297	   25       -1.569637   0.983632
0.0697677	   25       -1.596046   0.998026
0.0717057	   25       -1.622301   0.999855
0.0736437	   25       -1.648239   0.999993
0.0755817	   25       -1.673688   1.000000
0.0775197	   25       -1.698476   1.000000
0.0794576	   25       -1.722432   1.000000
0.0813956	   25       -1.745385   1.000000
0.0833336	   25       -1.767172   1.000000
0.0852716	   25       -1.787642   1.000000
0.0872096	   25       -1.806654   1.000000
0.0891476	   25       -1.824087   1.000000
0.0910856	   25       -1.839842   1.000000
0.0930236	   25       -1.853842   1.000000
0.0949616	   25       -1.866035   1.000000
0.0968996	   25       -1.876395   1.000000
0.0988376	   25       -1.884918   1.000000
0.100776	   25       -1.891624   1.000000
0.102714	   25       -1.896549   1.000000
0.104652	   25       -1.899744   1.000000
0.10659	   25       -1.901268   1.000000
0.108528	   25       -1.901188   1.000000
0.110466	   25       -1.899574   1.000000
0.112404	   25       -1.896491   1.000000
0.114341	   25       -1.892004   1.000000
0.116279	   25       -1.886174   1.000000
0.118217	   25       -1.879055   1.000000
0.120155	   25       -1.870698   1.000000
0.122093	   25       -1.861145   1.000000
0.124031	   25       -1.850437   1.000000
0.125969	   25       -1.838610   1.000000
0.127907	   25       -1.825698   1.000000
0.129845	   25       -1.811734   1.000000
0.131783	   25       -1.796752   1.000000
0.133721	   25       -1.780787   1.000000
0.135659	   25       -1.763873   1.000000
0.137597	   25       -1.746053   1.000000
0.139535	   25       -1.727372   1.000000
0.141473	   25       -1.707879   1.000000
0.143411	   25       -1.687632   1.000000
0.145349	   25       -1.666692   0.999999
0.147287	   25       -1.645130   0.999990
0.149225	   25       -1.623025   0.999866
0.151163	   25       -1.600459   0.998681
0.153101	   25       -1.577530   0.990827
0.155039	   25       -1.554339   0.955680
0.156977	   25       -1.530998   0.851392
0.158915	   25       -1.507627   0.648545
0.160853	   25       -1.484357   0.390976
0.162791	   25       -1.461326   0.176654
0.164729	   25       -1.438683   0.058367
0.166667	   25       -1.416584   0.014129
0.168605	   25       -1.395192   0.002565
0.170543	   25       -1.374678   0.000364
0.172481	   25       -1.355216   0.000043
0.174419	   25       -1.336981   0.000004
0.176357	   25       -1.320147   0.000000
0.178295	   25       -1.304885   0.000000
0.180233	   25       -1.291351   0.000000
0.182171	   25       -1.279688   0.000000
0.184109	   25       -1.270018   0.000000
0.186047	   25       -1.262435   0.000000
0.187985	   25       -1.257004   0.000000
0.189923	   25       -1.253753   0.000000
0.191861	   25       -1.252676   0.000000
0.191861	   25       -1.252676   0.000000
0.19283	   25       -1.252942   0.000000
0.193799	   25       -1.253732   0.000000
0.194768	   25       -1.255035   0.000000
0.195737	   25       -1.256839   0.000000
0.196706	   25       -1.259129   0.000000
0.197675	   25       -1.261889   0.000000
0.198644	   25       -1.265102   0.000000
0.199613	   25       -1.268748   0.000000
0.200582	   25       -1.272809   0.000000
0.201551	   25       -1.277262   0.000000
0.20252	   25       -1.282089   0.000000
0.203489	   25       -1.287266   0.000000
0.204458	   25       -1.292771   0.000000
0.205427	   25       -1.298583   0.000000
0.206396	   25       -1.304679   0.000000
0.207365	   25       -1.311039   0.000000
0.208334	   25       -1.317640   0.000000
0.209303	   25       -1.324462   0.000001
0.210272	   25       -1.331484   0.000002
0.211241	   25       -1.338688   0.000005
0.21221	   25       -1.346053   0.000014
0.213179	   25       -1.353561   0.000035
0.214148	   25       -1.361196   0.000085
0.215117	   25       -1.368941   0.000199
0.216086	   25       -1.376779   0.000451
0.217055	   25       -1.384697   0.000982
0.218024	   25       -1.392680   0.002054
0.218993	   25       -1.400715   0.004114
0.219962	   25       -1.408791   0.007887
0.220931	   25       -1.416897   0.014450
0.2219	   25       -1.425021   0.025288
0.222869	   25       -1.433155   0.042265
0.223838	   25       -1.441291   0.067474
0.224807	   25       -1.449420   0.102947
0.225776	   25       -1.457537   0.150249
0.226745	   25       -1.465635   0.210033
0.227714	   25       -1.473710   0.281662
0.228683	   25       -1.481757   0.363057
0.229652	   25       -1.489773   0.450819
0.230621	   25       -1.497753   0.540674
0.23159	   25       -1.505698   0.628102
0.232559	   25       -1.513603   0.708992
0.233528	   25       -1.521471   0.780230
0.234497	   25       -1.529300   0.839990
0.235466	   25       -1.537091   0.887773
0.236435	   25       -1.544844   0.924223
0.237404	   25       -1.552562   0.950769
0.238373	   25       -1.560247   0.969238
0.239342	   25       -1.567901   0.981520
0.240311	   25       -1.575527   0.989330
0.24128	   25       -1.583129   0.994081
0.242249	   25       -1.590711   0.996846
0.243218	   25       -1.598277   0.998387
0.244187	   25       -1.605832   0.999209
0.245156	   25       -1.613381   0.999628
0.246125	   25       -1.620931   0.999832
0.247094	   25       -1.628484   0.999928
0.248063	   25       -1.636049   0.999970
0.249032	   25       -1.643630   0.999988
0.250001	   25       -1.651234   0.999996
0.25097	   25       -1.658866   0.999998
0.251939	   25       -1.666534   0.999999
0.252908	   25       -1.674242   1.000000
0.253877	   25       -1.681995   1.000000
0.254846	   25       -1.689800   1.000000
0.255815	   25       -1.697663   1.000000
0.256784	   25       -1.705586   1.000000
0.257753	   25       -1.713576   1.000000
0.258722	   25       -1.721634   1.000000
0.259691	   25       -1.729764   1.000000
0.26066	   25       -1.737967   1.000000
0.261629	   25       -1.746244   1.000000
0.262598	   25       -1.754592   1.000000
0.263567	   25       -1.763009   1.000000
0.264536	   25       -1.771491   1.000000
0.265505	   25       -1.780029   1.000000
0.266474	   25       -1.788614   1.000000
0.267443	   25       -1.797232   1.000000
0.268412	   25       -1.805866   1.000000
0.269381	   25       -1.814495   1.000000
0.27035	   25       -1.823093   1.000000
0.271319	   25       -1.831627   1.000000
0.272288	   25       -1.840060   1.000000
0.273257	   25       -1.848346   1.000000
0.274226	   25       -1.856432   1.000000
0.275195	   25       -1.864254   1.000000
0.276164	   25       -1.871743   1.000000
0.277133	   25       -1.878818   1.000000
0.278102	   25       -1.885387   1.000000
0.279071	   25       -1.891354   1.000000
0.28004	   25       -1.896613   1.000000
0.281009	   25       -1.901058   1.000000
0.281978	   25       -1.904581   1.000000
0.282947	   25       -1.907086   1.000000
0.283916	   25       -1.908487   1.000000
0.284885	   25       -1.908719   1.000000
0.285854	   25       -1.907744   1.000000
0.286823	   25       -1.905554   1.000000
0.287792	   25       -1.902171   1.000000
0.287792	   25       -1.902171   1.000000
0.288761	   25       -1.905540   1.000000
0.28973	   25       -1.907730   1.000000
0.290699	   25       -1.908705   1.000000
0.291668	   25       -1.908473   1.000000
0.292637	   25       -1.907072   1.000000
0.293606	   25       -1.904568   1.000000
0.294575	   25       -1.901044   1.000000
0.295544	   25       -1.896600   1.000000
0.296513	   25       -1.891340   1.000000
0.297482	   25       -1.885374   1.000000
0.298451	   25       -1.878804   1.000000
0.29942	   25       -1.871730   1.000000
0.300389	   25       -1.864241   1.000000
0.301358	   25       -1.856419   1.000000
0.302327	   25       -1.848333   1.000000
0.303296	   25       -1.840047   1.000000
0.304265	   25       -1.831614   1.000000
0.305234	   25       -1.823080   1.000000
0.306203	   25       -1.814482   1.000000
0.307172	   25       -1.805853   1.000000
0.308141	   25       -1.797219   1.000000
0.30911	   25       -1.788601   1.000000
0.310079	   25       -1.780016   1.000000
0.311048	   25       -1.771478   1.000000
0.312017	   25       -1.762997   1.000000
0.312986	   25       -1.754579   1.000000
0.313955	   25       -1.746231   1.000000
0.314924	   25       -1.737954   1.000000
0.315893	   25       -1.729751   1.000000
0.316862	   25       -1.721621   1.000000
0.317831	   25       -1.713563   1.000000
0.3188	   25       -1.705573   1.000000
0.319769	   25       -1.697650   1.000000
0.320738	   25       -1.689788   1.000000
0.321707	   25       -1.681983   1.000000
0.322676	   25       -1.674229   1.000000
0.323645	   25       -1.666521   0.999999
0.324614	   25       -1.658853   0.999998
0.325583	   25       -1.651221   0.999996
0.326552	   25       -1.643617   0.999988
0.327521	   25       -1.636036   0.999970
0.32849	   25       -1.628471   0.999927
0.329459	   25       -1.620917   0.999832
0.330428	   25       -1.613368   0.999627
0.331397	   25       -1.605819   0.999208
0.332366	   25       -1.598264   0.998385
0.333335	   25       -1.590697   0.996843
0.334304	   25       -1.583116   0.994075
0.335273	   25       -1.575514   0.989319
0.336242	   25       -1.567888   0.981503
0.337211	   25       -1.560233   0.969212
0.33818	   25       -1.552549   0.950731
0.339149	   25       -1.544831   0.924169
0.340118	   25       -1.537077   0.887700
0.341087	   25       -1.529287   0.839897
0.342056	   25       -1.521457   0.780115
0.343025	   25       -1.513590   0.708859
0.343994	   25       -1.505684   0.627956
0.344963	   25       -1.497740   0.540520
0.345932	   25       -1.489759   0.450664
0.346901	   25       -1.481744   0.362910
0.34787	   25       -1.473696   0.281530
0.348839	   25       -1.465621   0.209920
0.349808	   25       -1.457523   0.150157
0.350777	   25       -1.449406   0.102877
0.351746	   25       -1.441277   0.067422
0.352715	   25       -1.433141   0.042230
0.353684	   25       -1.425007   0.025265
0.354653	   25       -1.416883   0.014436
0.355622	   25       -1.408777   0.007879
0.356591	   25       -1.400701   0.004110
0.35756	   25       -1.392665   0.002051
0.358529	   25       -1.384682   0.000981
0.359498	   25       -1.376765   0.000450
0.360467	   25       -1.368926   0.000199
0.361436	   25       -1.361182   0.000085
0.362405	   25       -1.353547   0.000035
0.363374	   25       -1.346039   0.000014
0.364343	   25       -1.338673   0.000005
0.365312	   25       -1.331470   0.000002
0.366281	   25       -1.324448   0.000001
0.36725	   25       -1.317626   0.000000
0.368219	   25       -1.311025   0.000000
0.369188	   25       -1.304665   0.000000
0.370157	   25       -1.298568   0.000000
0.371126	   25       -1.292757   0.000000
0.372095	   25       -1.287252   0.000000
0.373064	   25       -1.282075   0.000000
0.374033	   25       -1.277248   0.000000
0.375002	   25       -1.272794   0.000000
0.375971	   25       -1.268734   0.000000
0.37694	   25       -1.265088   0.000000
0.377909	   25       -1.261875   0.000000
0.378878	   25       -1.259115   0.000000
0.379847	   25       -1.256825   0.000000
0.380816	   25       -1.255021   0.000000
0.381785	   25       -1.253718   0.000000
0.382754	   25       -1.252928   0.000000
0.383723	   25       -1.252661   0.000000
0.383723	   25       -1.252661   0.000000
0.385661	   25       -1.253736   0.000000
0.387599	   25       -1.256983   0.000000
0.389537	   25       -1.262412   0.000000
0.391475	   25       -1.269991   0.000000
0.393413	   25       -1.279659   0.000000
0.395351	   25       -1.291319   0.000000
0.397289	   25       -1.304851   0.000000
0.399227	   25       -1.320111   0.000000
0.401165	   25       -1.336943   0.000004
0.403103	   25       -1.355176   0.000042
0.405041	   25       -1.374637   0.000362
0.406979	   25       -1.395150   0.002556
0.408917	   25       -1.416541   0.014086
0.410855	   25       -1.438640   0.058225
0.412793	   25       -1.461282   0.176336
0.414731	   25       -1.484313   0.390503
0.416669	   25       -1.507583   0.648088
0.418607	   25       -1.530954   0.851108
0.420545	   25       -1.554296   0.955565
0.422483	   25       -1.577487   0.990797
0.424421	   25       -1.600417   0.998676
0.426359	   25       -1.622983   0.999866
0.428297	   25       -1.645090   0.999990
0.430235	   25       -1.666652   0.999999
0.432173	   25       -1.687593   1.000000
0.434111	   25       -1.707841   1.000000
0.436049	   25       -1.727335   1.000000
0.437987	   25       -1.746017   1.000000
0.439925	   25       -1.763838   1.000000
0.441863	   25       -1.780752   1.000000
0.443802	   25       -1.796719   1.000000
0.44574	   25       -1.811702   1.000000
0.447678	   25       -1.825667   1.000000
0.449616	   25       -1.838580   1.000000
0.451554	   25       -1.850408   1.000000
0.453492	   25       -1.861117   1.000000
0.45543	   25       -1.870670   1.000000
0.457368	   25       -1.879029   1.000000
0.459306	   25       -1.886149   1.000000
0.461244	   25       -1.891980   1.000000
0.463182	   25       -1.896467   1.000000
0.46512	   25       -1.899551   1.000000
0.467058	   25       -1.901167   1.000000
0.468996	   25       -1.901247   1.000000
0.470934	   25       -1.899724   1.000000
0.472872	   25       -1.896530   1.000000
0.47481	   25       -1.891607   1.000000
0.476748	   25       -1.884902   1.000000
0.478686	   25       -1.876379   1.000000
0.480624	   25       -1.866020   1.000000
0.482562	   25       -1.853829   1.000000
0.4845	   25       -1.839830   1.000000
0.486438	   25       -1.824076   1.000000
0.488376	   25       -1.806643   1.000000
0.490314	   25       -1.787632   1.000000
0.492252	   25       -1.767163   1.000000
0.49419	   25       -1.745376   1.000000
0.496128	   25       -1.722423   1.000000
0.498066	   25       -1.698468   1.000000
0.500004	   25       -1.673680   1.000000
0.501942	   25       -1.648231   0.999993
0.50388	   25       -1.622294   0.999855
0.505818	   25       -1.596038   0.998025
0.507756	   25       -1.569629   0.983623
0.509694	   25       -1.543224   0.917470
0.511632	   25       -1.516973   0.740781
0.51357	   25       -1.491019   0.464800
0.515508	   25       -1.465490   0.208850
0.517446	   25       -1.440506   0.064624
0.519384	   25       -1.416176   0.013719
0.521322	   25       -1.392596   0.002038
0.52326	   25       -1.369849   0.000219
0.525198	   25       -1.348006   0.000018
0.527136	   25       -1.327124   0.000001
0.529074	   25       -1.307250   0.000000
0.531012	   25       -1.288416   0.000000
0.532951	   25       -1.270643   0.000000
0.534889	   25       -1.253944   0.000000
0.536827	   25       -1.238318   0.000000
0.538765	   25       -1.223870   0.000000
0.540703	   25       -1.210483   0.000000
0.542641	   25       -1.198073   0.000000
0.544579	   25       -1.186619   0.000000
0.546517	   25       -1.176097   0.000000
0.548455	   25       -1.166479   0.000000
0.550393	   25       -1.157731   0.000000
0.552331	   25       -1.149819   0.000000
0.554269	   25       -1.142709   0.000000
0.556207	   25       -1.136363   0.000000
0.558145	   25       -1.130746   0.000000
0.560083	   25       -1.125825   0.000000
0.562021	   25       -1.121567   0.000000
0.563959	   25       -1.117941   0.000000
0.565897	   25       -1.114923   0.000000
0.567835	   25       -1.112487   0.000000
0.569773	   25       -1.110614   0.000000
0.571711	   25       -1.109288   0.000000
0.573649	   25       -1.108498   0.000000
0.575587	   25       -1.108236   0.000000
